id,loan_status,probability
61933,0,0.0049
61934,0,0.0227
61935,0,0.0122
61936,0,0.1023
61937,1,0.973
61938,0,0.0759
61939,1,0.9799
61940,0,0.2358
61941,0,0.1166
61942,0,0.0096
61943,0,0.0192
61944,0,0.0068
61945,0,0.0125
61946,0,0.0363
61947,0,0.0063
61948,0,0.007
61949,0,0.018
61950,1,0.8697
61951,0,0.0827
61952,0,0.0388
61953,1,0.8442
61954,0,0.0012
61955,0,0.0531
61956,0,0.074
61957,0,0.0107
61958,0,0.0298
61959,0,0.001
61960,0,0.0107
61961,0,0.0037
61962,0,0.0104
61963,0,0.0111
61964,0,0.0651
61965,0,0.4959
61966,0,0.0647
61967,0,0.0147
61968,0,0.0466
61969,0,0.0284
61970,0,0.1724
61971,0,0.0298
61972,0,0.0751
61973,0,0.0126
61974,0,0.1327
61975,0,0.0162
61976,0,0.0084
61977,0,0.0236
61978,0,0.1654
61979,0,0.3555
61980,0,0.0095
61981,1,0.9843
61982,1,0.9397
61983,0,0.0585
61984,0,0.0116
61985,0,0.0142
61986,0,0.0794
61987,0,0.0059
61988,0,0.0225
61989,0,0.0226
61990,0,0.0067
61991,0,0.0209
61992,0,0.1105
61993,0,0.012
61994,0,0.0261
61995,0,0.0202
61996,0,0.0305
61997,0,0.0197
61998,0,0.0295
61999,0,0.0182
62000,0,0.0031
62001,0,0.0146
62002,0,0.0414
62003,0,0.4104
62004,0,0.0221
62005,0,0.0085
62006,0,0.0053
62007,0,0.1872
62008,0,0.0171
62009,0,0.0192
62010,0,0.0442
62011,0,0.0013
62012,0,0.0106
62013,0,0.0141
62014,0,0.1603
62015,0,0.199
62016,0,0.0014
62017,0,0.0106
62018,0,0.0146
62019,0,0.0681
62020,0,0.0053
62021,0,0.0181
62022,1,0.938
62023,1,0.9604
62024,0,0.0314
62025,0,0.014
62026,0,0.0152
62027,1,0.9578
62028,0,0.0721
62029,0,0.0033
62030,0,0.0471
62031,0,0.0018
62032,0,0.0404
62033,0,0.1159
62034,0,0.0059
62035,0,0.0346
62036,0,0.1515
62037,0,0.2947
62038,0,0.0167
62039,0,0.3013
62040,1,0.9437
62041,0,0.0493
62042,1,0.8523
62043,0,0.0013
62044,1,0.9229
62045,0,0.0031
62046,0,0.0078
62047,0,0.0098
62048,0,0.0275
62049,0,0.026
62050,0,0.0214
62051,0,0.0214
62052,0,0.0107
62053,1,0.7013
62054,0,0.1221
62055,0,0.0578
62056,0,0.0083
62057,0,0.0085
62058,0,0.0416
62059,0,0.0107
62060,0,0.0264
62061,0,0.0364
62062,0,0.1028
62063,0,0.0007
62064,0,0.0456
62065,0,0.0827
62066,0,0.1858
62067,0,0.0161
62068,0,0.0278
62069,0,0.0017
62070,0,0.0095
62071,0,0.0745
62072,1,0.9675
62073,0,0.0018
62074,0,0.0303
62075,0,0.1172
62076,0,0.0388
62077,0,0.0018
62078,0,0.042
62079,1,0.8796
62080,0,0.2153
62081,0,0.062
62082,0,0.0512
62083,0,0.1296
62084,0,0.0785
62085,1,0.8985
62086,0,0.001
62087,1,0.9368
62088,0,0.0133
62089,0,0.0012
62090,0,0.0128
62091,1,0.6763
62092,0,0.0063
62093,0,0.0528
62094,0,0.1601
62095,0,0.0065
62096,0,0.0149
62097,0,0.0034
62098,1,0.8367
62099,0,0.0729
62100,0,0.0191
62101,0,0.0232
62102,0,0.0807
62103,0,0.0126
62104,0,0.0068
62105,0,0.0138
62106,0,0.0149
62107,0,0.0156
62108,0,0.0074
62109,0,0.0858
62110,0,0.0344
62111,0,0.054
62112,0,0.0734
62113,0,0.045
62114,0,0.0461
62115,0,0.0064
62116,1,0.5998
62117,0,0.022
62118,0,0.0777
62119,0,0.0051
62120,0,0.0043
62121,0,0.0405
62122,0,0.0264
62123,0,0.349
62124,0,0.0106
62125,0,0.0196
62126,0,0.0416
62127,0,0.0087
62128,0,0.0123
62129,0,0.0099
62130,0,0.0051
62131,0,0.1873
62132,0,0.0036
62133,0,0.1474
62134,0,0.0993
62135,0,0.0251
62136,1,0.9468
62137,0,0.3348
62138,0,0.023
62139,0,0.1037
62140,0,0.1356
62141,1,0.7479
62142,0,0.0444
62143,0,0.0072
62144,0,0.0645
62145,1,0.9509
62146,0,0.033
62147,0,0.0337
62148,0,0.05
62149,0,0.0353
62150,0,0.0546
62151,0,0.0107
62152,0,0.0648
62153,0,0.0331
62154,1,0.9699
62155,0,0.0362
62156,0,0.0595
62157,0,0.0054
62158,0,0.0154
62159,0,0.0584
62160,0,0.0716
62161,0,0.021
62162,0,0.035
62163,0,0.0157
62164,0,0.0454
62165,0,0.0076
62166,0,0.0201
62167,1,0.8814
62168,0,0.0123
62169,0,0.3836
62170,0,0.2077
62171,0,0.0021
62172,0,0.0147
62173,0,0.1762
62174,0,0.0245
62175,0,0.0026
62176,0,0.0358
62177,1,0.8077
62178,0,0.206
62179,0,0.0293
62180,0,0.0101
62181,0,0.0194
62182,0,0.01
62183,0,0.016
62184,0,0.0159
62185,0,0.0046
62186,0,0.0835
62187,0,0.0066
62188,0,0.0174
62189,0,0.0028
62190,0,0.0874
62191,1,0.9276
62192,0,0.0443
62193,0,0.2661
62194,0,0.0246
62195,0,0.0659
62196,0,0.0097
62197,0,0.0049
62198,0,0.0119
62199,0,0.051
62200,1,0.8988
62201,0,0.2057
62202,0,0.0116
62203,0,0.0035
62204,0,0.0102
62205,1,0.8914
62206,0,0.135
62207,0,0.1135
62208,0,0.001
62209,0,0.1062
62210,0,0.0645
62211,0,0.0157
62212,0,0.0167
62213,0,0.0464
62214,0,0.0188
62215,0,0.0196
62216,0,0.0835
62217,0,0.023
62218,0,0.0541
62219,0,0.0051
62220,0,0.0141
62221,0,0.0236
62222,0,0.028
62223,1,0.9773
62224,0,0.0227
62225,0,0.1272
62226,0,0.0356
62227,0,0.008
62228,0,0.1107
62229,0,0.0125
62230,0,0.0019
62231,0,0.0068
62232,0,0.0072
62233,0,0.0387
62234,0,0.0283
62235,0,0.0825
62236,0,0.0141
62237,0,0.1119
62238,0,0.0139
62239,1,0.8688
62240,0,0.0058
62241,0,0.0631
62242,0,0.0774
62243,0,0.0153
62244,0,0.0274
62245,0,0.0175
62246,0,0.016
62247,0,0.0132
62248,0,0.0298
62249,1,0.9123
62250,0,0.014
62251,0,0.032
62252,0,0.0072
62253,0,0.03
62254,0,0.0224
62255,0,0.0066
62256,0,0.0359
62257,0,0.0058
62258,0,0.066
62259,0,0.0077
62260,0,0.0074
62261,0,0.0155
62262,1,0.9572
62263,0,0.033
62264,0,0.3874
62265,0,0.0106
62266,0,0.0748
62267,0,0.2886
62268,0,0.0139
62269,0,0.0436
62270,0,0.1538
62271,0,0.2173
62272,0,0.3155
62273,0,0.0047
62274,0,0.0191
62275,0,0.0378
62276,0,0.0265
62277,0,0.1684
62278,0,0.0551
62279,0,0.0141
62280,0,0.0077
62281,0,0.0043
62282,0,0.0086
62283,0,0.024
62284,0,0.0058
62285,0,0.0665
62286,0,0.0104
62287,0,0.0794
62288,0,0.0177
62289,0,0.2353
62290,0,0.0183
62291,1,0.9492
62292,0,0.0144
62293,0,0.0541
62294,0,0.0152
62295,0,0.0012
62296,0,0.0145
62297,0,0.0089
62298,0,0.0772
62299,0,0.0017
62300,0,0.0228
62301,0,0.0082
62302,0,0.01
62303,0,0.0095
62304,0,0.0166
62305,0,0.0086
62306,0,0.0209
62307,0,0.0621
62308,0,0.0115
62309,0,0.1127
62310,0,0.0532
62311,0,0.0559
62312,0,0.0212
62313,0,0.018
62314,0,0.0079
62315,0,0.0165
62316,0,0.001
62317,0,0.057
62318,0,0.025
62319,0,0.0176
62320,0,0.0025
62321,0,0.2142
62322,0,0.0231
62323,0,0.024
62324,0,0.0543
62325,0,0.0461
62326,0,0.0269
62327,1,0.9779
62328,0,0.0346
62329,0,0.3023
62330,0,0.017
62331,0,0.0944
62332,0,0.0018
62333,0,0.0525
62334,0,0.0097
62335,0,0.0382
62336,1,0.9702
62337,0,0.006
62338,0,0.0089
62339,0,0.3301
62340,0,0.0255
62341,0,0.0139
62342,1,0.9713
62343,0,0.0143
62344,0,0.0107
62345,0,0.0075
62346,0,0.0523
62347,0,0.0064
62348,0,0.0602
62349,0,0.0051
62350,1,0.9708
62351,0,0.0339
62352,0,0.0224
62353,0,0.0047
62354,0,0.0347
62355,0,0.0323
62356,1,0.9921
62357,0,0.0036
62358,0,0.0086
62359,0,0.0133
62360,0,0.005
62361,0,0.0239
62362,1,0.8822
62363,1,0.9805
62364,0,0.4571
62365,0,0.0316
62366,0,0.083
62367,0,0.0338
62368,0,0.02
62369,0,0.0344
62370,1,0.943
62371,0,0.3117
62372,0,0.0062
62373,0,0.397
62374,0,0.0023
62375,0,0.0093
62376,0,0.4493
62377,0,0.0503
62378,0,0.1475
62379,0,0.0217
62380,0,0.0032
62381,0,0.0137
62382,1,0.9622
62383,0,0.0162
62384,0,0.0048
62385,0,0.0067
62386,0,0.0533
62387,1,0.9724
62388,1,0.6281
62389,0,0.0106
62390,0,0.0022
62391,1,0.983
62392,0,0.028
62393,0,0.0059
62394,0,0.0119
62395,0,0.0322
62396,0,0.0524
62397,0,0.0291
62398,0,0.0393
62399,0,0.0039
62400,0,0.2534
62401,0,0.0633
62402,0,0.0407
62403,0,0.0087
62404,0,0.243
62405,0,0.0208
62406,0,0.0245
62407,0,0.0672
62408,0,0.031
62409,0,0.0313
62410,0,0.022
62411,0,0.0723
62412,0,0.0067
62413,0,0.1956
62414,0,0.0045
62415,0,0.0067
62416,0,0.0111
62417,0,0.0099
62418,0,0.0034
62419,0,0.0048
62420,0,0.0523
62421,0,0.0088
62422,0,0.0418
62423,0,0.007
62424,0,0.0013
62425,0,0.0083
62426,0,0.0371
62427,0,0.0059
62428,0,0.008
62429,0,0.0099
62430,0,0.125
62431,1,0.9651
62432,0,0.1104
62433,0,0.0422
62434,0,0.0029
62435,0,0.0218
62436,0,0.0656
62437,0,0.001
62438,0,0.0161
62439,0,0.0346
62440,1,0.9738
62441,0,0.0868
62442,0,0.0036
62443,0,0.0025
62444,0,0.0317
62445,0,0.0267
62446,0,0.0669
62447,0,0.0097
62448,1,0.9293
62449,0,0.0147
62450,0,0.0402
62451,0,0.0083
62452,0,0.0345
62453,0,0.0521
62454,0,0.0539
62455,1,0.9342
62456,0,0.0193
62457,0,0.0065
62458,0,0.024
62459,0,0.0198
62460,0,0.0098
62461,0,0.1724
62462,0,0.0051
62463,1,0.8579
62464,1,0.9259
62465,1,0.9778
62466,0,0.3331
62467,0,0.033
62468,0,0.2917
62469,1,0.9626
62470,0,0.0165
62471,0,0.0219
62472,0,0.0237
62473,0,0.025
62474,0,0.0091
62475,1,0.905
62476,0,0.0671
62477,1,0.7915
62478,0,0.2011
62479,0,0.07
62480,0,0.0151
62481,0,0.0392
62482,0,0.2547
62483,0,0.0351
62484,0,0.0115
62485,0,0.0169
62486,0,0.0046
62487,0,0.0491
62488,0,0.0078
62489,0,0.0067
62490,0,0.0442
62491,0,0.1323
62492,0,0.0549
62493,0,0.0409
62494,0,0.1054
62495,1,0.8354
62496,0,0.0038
62497,0,0.0402
62498,0,0.0177
62499,0,0.0111
62500,0,0.0123
62501,0,0.0566
62502,1,0.9679
62503,0,0.0068
62504,1,0.9401
62505,0,0.0154
62506,0,0.0073
62507,0,0.0283
62508,0,0.0676
62509,0,0.0495
62510,0,0.0217
62511,0,0.1098
62512,0,0.0355
62513,0,0.0391
62514,1,0.7115
62515,0,0.0084
62516,0,0.0411
62517,0,0.0054
62518,0,0.007
62519,1,0.9837
62520,0,0.0053
62521,0,0.0033
62522,0,0.0438
62523,0,0.0131
62524,0,0.0303
62525,0,0.0855
62526,1,0.9647
62527,0,0.0275
62528,1,0.9493
62529,0,0.0117
62530,0,0.0206
62531,0,0.0448
62532,0,0.03
62533,0,0.0891
62534,0,0.0336
62535,1,0.9734
62536,0,0.0216
62537,0,0.006
62538,1,0.9836
62539,0,0.0089
62540,0,0.1078
62541,0,0.4701
62542,0,0.0533
62543,0,0.024
62544,0,0.0083
62545,0,0.0035
62546,0,0.1279
62547,1,0.6918
62548,0,0.0033
62549,0,0.0074
62550,0,0.0842
62551,0,0.0155
62552,1,0.9742
62553,0,0.0887
62554,0,0.0144
62555,0,0.0107
62556,0,0.0084
62557,0,0.0706
62558,0,0.0478
62559,0,0.0146
62560,0,0.1317
62561,0,0.0614
62562,0,0.0164
62563,0,0.0063
62564,0,0.1757
62565,0,0.1143
62566,0,0.0285
62567,0,0.003
62568,0,0.1648
62569,0,0.001
62570,0,0.0616
62571,0,0.0321
62572,0,0.0039
62573,0,0.0118
62574,0,0.0039
62575,0,0.0456
62576,0,0.0422
62577,0,0.0107
62578,0,0.0568
62579,0,0.0568
62580,0,0.0142
62581,0,0.1185
62582,0,0.0563
62583,0,0.0075
62584,1,0.884
62585,0,0.0346
62586,1,0.9195
62587,0,0.0323
62588,0,0.0136
62589,0,0.0065
62590,0,0.0032
62591,0,0.1061
62592,0,0.0097
62593,0,0.0161
62594,1,0.9837
62595,0,0.0771
62596,0,0.1147
62597,0,0.019
62598,0,0.0169
62599,0,0.016
62600,0,0.0209
62601,0,0.016
62602,0,0.1264
62603,1,0.8869
62604,0,0.0129
62605,0,0.059
62606,1,0.9206
62607,0,0.3039
62608,0,0.0645
62609,1,0.9842
62610,0,0.0161
62611,0,0.0054
62612,0,0.0014
62613,0,0.0522
62614,1,0.8325
62615,0,0.009
62616,0,0.022
62617,1,0.9833
62618,0,0.0014
62619,0,0.1127
62620,1,0.8749
62621,0,0.0031
62622,0,0.0138
62623,0,0.1938
62624,0,0.0407
62625,0,0.0152
62626,0,0.0088
62627,1,0.9297
62628,0,0.0049
62629,0,0.1552
62630,0,0.1761
62631,0,0.0448
62632,0,0.0261
62633,0,0.0116
62634,0,0.0328
62635,0,0.0055
62636,0,0.0312
62637,1,0.9843
62638,0,0.1268
62639,0,0.124
62640,0,0.0612
62641,0,0.0064
62642,0,0.2672
62643,0,0.0516
62644,0,0.0189
62645,1,0.9714
62646,0,0.0197
62647,0,0.0046
62648,0,0.0304
62649,0,0.0465
62650,0,0.0233
62651,0,0.0698
62652,0,0.0143
62653,0,0.0009
62654,0,0.0098
62655,0,0.4553
62656,0,0.0092
62657,0,0.0498
62658,0,0.0119
62659,0,0.0098
62660,0,0.0095
62661,0,0.0025
62662,0,0.017
62663,1,0.9711
62664,0,0.066
62665,0,0.0423
62666,1,0.9671
62667,0,0.0069
62668,0,0.047
62669,0,0.0527
62670,0,0.0065
62671,0,0.0248
62672,0,0.0305
62673,0,0.0153
62674,0,0.0247
62675,0,0.0117
62676,0,0.0424
62677,0,0.1444
62678,0,0.0273
62679,0,0.0406
62680,0,0.0261
62681,0,0.0221
62682,0,0.0547
62683,0,0.0628
62684,0,0.0064
62685,0,0.1041
62686,0,0.1091
62687,1,0.9794
62688,0,0.0363
62689,0,0.0107
62690,0,0.1669
62691,1,0.9712
62692,0,0.0384
62693,1,0.7787
62694,0,0.0022
62695,0,0.0757
62696,1,0.965
62697,0,0.0099
62698,0,0.1619
62699,0,0.1361
62700,0,0.0157
62701,0,0.0047
62702,0,0.0284
62703,1,0.9643
62704,0,0.0088
62705,0,0.0024
62706,1,0.963
62707,1,0.9686
62708,0,0.0271
62709,0,0.0742
62710,0,0.0074
62711,0,0.2511
62712,0,0.0054
62713,1,0.9855
62714,0,0.0276
62715,1,0.9635
62716,0,0.0028
62717,0,0.0091
62718,1,0.9616
62719,0,0.0102
62720,0,0.0061
62721,0,0.0065
62722,0,0.0123
62723,0,0.0092
62724,0,0.008
62725,0,0.0045
62726,0,0.0061
62727,0,0.0088
62728,0,0.0043
62729,0,0.1287
62730,1,0.9606
62731,0,0.0406
62732,1,0.9113
62733,0,0.2527
62734,0,0.0548
62735,0,0.0041
62736,0,0.0507
62737,0,0.0194
62738,0,0.0192
62739,0,0.0194
62740,0,0.0203
62741,0,0.0208
62742,0,0.0359
62743,1,0.9205
62744,0,0.0107
62745,0,0.0049
62746,0,0.0047
62747,0,0.0937
62748,0,0.0279
62749,0,0.1624
62750,0,0.0258
62751,1,0.9166
62752,0,0.0336
62753,0,0.006
62754,1,0.9727
62755,0,0.0831
62756,0,0.0436
62757,0,0.0051
62758,0,0.0078
62759,0,0.0175
62760,1,0.9636
62761,0,0.0128
62762,0,0.0146
62763,0,0.0079
62764,0,0.0701
62765,0,0.0059
62766,0,0.0208
62767,0,0.004
62768,0,0.0098
62769,0,0.1331
62770,0,0.0126
62771,0,0.0159
62772,0,0.0075
62773,0,0.1009
62774,0,0.0237
62775,0,0.0237
62776,0,0.0265
62777,0,0.0175
62778,0,0.0208
62779,0,0.1387
62780,0,0.0279
62781,0,0.0065
62782,0,0.0103
62783,1,0.9404
62784,1,0.8632
62785,0,0.0169
62786,0,0.0119
62787,0,0.0489
62788,0,0.2279
62789,0,0.0133
62790,0,0.0455
62791,0,0.0199
62792,0,0.0019
62793,0,0.0743
62794,0,0.0508
62795,0,0.0194
62796,0,0.0246
62797,0,0.2413
62798,0,0.0925
62799,1,0.9689
62800,1,0.9701
62801,0,0.0262
62802,0,0.1269
62803,0,0.0093
62804,0,0.0534
62805,0,0.0072
62806,1,0.956
62807,0,0.0036
62808,0,0.0198
62809,0,0.0057
62810,0,0.0149
62811,0,0.0057
62812,0,0.0309
62813,0,0.01
62814,0,0.0125
62815,1,0.9176
62816,0,0.0578
62817,0,0.0097
62818,0,0.0064
62819,0,0.0689
62820,0,0.0215
62821,1,0.9803
62822,0,0.0999
62823,0,0.0269
62824,1,0.9632
62825,1,0.9813
62826,0,0.0279
62827,0,0.0276
62828,0,0.0225
62829,0,0.0385
62830,0,0.0153
62831,0,0.0353
62832,0,0.009
62833,0,0.1001
62834,0,0.0015
62835,0,0.0039
62836,0,0.0232
62837,0,0.0469
62838,0,0.005
62839,0,0.1288
62840,0,0.1016
62841,0,0.0377
62842,0,0.4242
62843,0,0.1022
62844,1,0.9752
62845,0,0.0493
62846,0,0.1774
62847,0,0.0028
62848,0,0.0169
62849,0,0.0247
62850,0,0.0044
62851,0,0.0281
62852,1,0.9564
62853,0,0.1436
62854,0,0.0422
62855,0,0.1828
62856,0,0.0086
62857,0,0.0223
62858,0,0.0416
62859,1,0.9725
62860,0,0.1311
62861,0,0.2291
62862,0,0.2159
62863,0,0.0013
62864,0,0.0101
62865,0,0.0213
62866,0,0.3246
62867,0,0.0189
62868,0,0.0314
62869,0,0.2015
62870,0,0.1062
62871,0,0.0169
62872,0,0.0083
62873,0,0.0202
62874,0,0.0022
62875,0,0.0079
62876,0,0.0062
62877,1,0.8669
62878,0,0.0321
62879,0,0.0328
62880,0,0.0057
62881,0,0.077
62882,0,0.0122
62883,0,0.2757
62884,0,0.0324
62885,0,0.0241
62886,0,0.0073
62887,0,0.0056
62888,0,0.0056
62889,0,0.0646
62890,0,0.0064
62891,1,0.9798
62892,0,0.048
62893,1,0.9476
62894,0,0.0505
62895,0,0.0223
62896,0,0.0036
62897,0,0.0036
62898,0,0.0103
62899,0,0.0074
62900,0,0.0518
62901,0,0.0097
62902,1,0.9698
62903,0,0.0101
62904,0,0.0199
62905,0,0.0415
62906,0,0.0101
62907,0,0.0297
62908,0,0.0078
62909,0,0.0434
62910,0,0.0181
62911,0,0.0319
62912,0,0.0069
62913,0,0.124
62914,1,0.9317
62915,0,0.0372
62916,0,0.0285
62917,0,0.0242
62918,0,0.0948
62919,0,0.0012
62920,0,0.0107
62921,0,0.1251
62922,0,0.0011
62923,0,0.0079
62924,1,0.9352
62925,0,0.0812
62926,0,0.0283
62927,0,0.0048
62928,1,0.9761
62929,0,0.0139
62930,1,0.9575
62931,0,0.0027
62932,0,0.0147
62933,0,0.0547
62934,0,0.0405
62935,0,0.0107
62936,1,0.9485
62937,0,0.0268
62938,0,0.0017
62939,0,0.0051
62940,1,0.8276
62941,0,0.0249
62942,0,0.0091
62943,0,0.4218
62944,0,0.0117
62945,0,0.0705
62946,0,0.0128
62947,0,0.0176
62948,0,0.0153
62949,0,0.169
62950,1,0.922
62951,0,0.0145
62952,0,0.0617
62953,0,0.011
62954,0,0.0035
62955,0,0.0066
62956,0,0.0068
62957,0,0.002
62958,0,0.0083
62959,0,0.0188
62960,1,0.6606
62961,0,0.0221
62962,0,0.0426
62963,0,0.0572
62964,0,0.1099
62965,0,0.0019
62966,0,0.0627
62967,1,0.9702
62968,0,0.0984
62969,0,0.1202
62970,0,0.0257
62971,0,0.093
62972,0,0.2791
62973,0,0.0481
62974,0,0.0318
62975,0,0.0558
62976,0,0.0191
62977,0,0.0037
62978,1,0.737
62979,0,0.1157
62980,0,0.0184
62981,1,0.9326
62982,0,0.027
62983,0,0.0416
62984,0,0.0205
62985,0,0.0336
62986,1,0.971
62987,0,0.0018
62988,0,0.0133
62989,0,0.0621
62990,0,0.0354
62991,0,0.0747
62992,0,0.0129
62993,0,0.0172
62994,0,0.0147
62995,0,0.3879
62996,0,0.0349
62997,0,0.0939
62998,0,0.0487
62999,0,0.0164
63000,0,0.017
63001,0,0.0235
63002,0,0.0062
63003,0,0.0198
63004,0,0.0329
63005,0,0.0225
63006,0,0.0753
63007,0,0.0077
63008,0,0.0213
63009,0,0.0049
63010,0,0.0257
63011,0,0.01
63012,0,0.0079
63013,0,0.0088
63014,0,0.0127
63015,0,0.0144
63016,0,0.0025
63017,0,0.0683
63018,0,0.0088
63019,0,0.0077
63020,1,0.9829
63021,0,0.0954
63022,0,0.0557
63023,0,0.02
63024,0,0.0014
63025,0,0.0501
63026,1,0.9394
63027,1,0.9708
63028,0,0.1023
63029,1,0.9393
63030,0,0.0108
63031,0,0.0118
63032,0,0.1397
63033,0,0.0062
63034,0,0.074
63035,0,0.0367
63036,0,0.0018
63037,0,0.0358
63038,0,0.0012
63039,0,0.0022
63040,0,0.0076
63041,1,0.9752
63042,0,0.0089
63043,0,0.0339
63044,0,0.0945
63045,0,0.0027
63046,0,0.0106
63047,0,0.0769
63048,0,0.0176
63049,0,0.1497
63050,1,0.9655
63051,0,0.0066
63052,0,0.0806
63053,0,0.0011
63054,0,0.0011
63055,0,0.01
63056,0,0.0447
63057,0,0.0087
63058,0,0.003
63059,1,0.9733
63060,0,0.0192
63061,0,0.002
63062,0,0.0355
63063,0,0.0081
63064,0,0.0278
63065,0,0.0024
63066,0,0.0113
63067,0,0.0212
63068,0,0.0379
63069,0,0.0041
63070,0,0.0448
63071,1,0.9781
63072,0,0.0168
63073,0,0.1177
63074,0,0.4451
63075,0,0.0117
63076,0,0.0295
63077,0,0.0057
63078,0,0.0327
63079,0,0.0867
63080,0,0.0128
63081,0,0.0127
63082,0,0.0082
63083,0,0.0421
63084,0,0.0416
63085,0,0.0472
63086,1,0.9566
63087,0,0.0189
63088,0,0.0132
63089,0,0.1447
63090,0,0.0788
63091,0,0.0798
63092,0,0.0101
63093,0,0.021
63094,0,0.0196
63095,0,0.0064
63096,0,0.0714
63097,0,0.0347
63098,0,0.0259
63099,1,0.985
63100,0,0.0125
63101,0,0.018
63102,0,0.0944
63103,0,0.0028
63104,0,0.0025
63105,0,0.0119
63106,0,0.0085
63107,0,0.0211
63108,0,0.1285
63109,0,0.0043
63110,0,0.0426
63111,0,0.0549
63112,1,0.9736
63113,0,0.0128
63114,0,0.0156
63115,0,0.1639
63116,0,0.1158
63117,0,0.0289
63118,0,0.0211
63119,0,0.2466
63120,0,0.0049
63121,0,0.0166
63122,0,0.0157
63123,1,0.7521
63124,0,0.006
63125,0,0.0471
63126,0,0.028
63127,0,0.0261
63128,0,0.0292
63129,0,0.0102
63130,0,0.0069
63131,0,0.007
63132,0,0.0289
63133,1,0.93
63134,1,0.9365
63135,0,0.0156
63136,1,0.9644
63137,0,0.1065
63138,0,0.2086
63139,0,0.0025
63140,1,0.9143
63141,0,0.0182
63142,0,0.0923
63143,0,0.0087
63144,0,0.0097
63145,0,0.0619
63146,0,0.0079
63147,0,0.1058
63148,0,0.0343
63149,0,0.0711
63150,1,0.9634
63151,0,0.01
63152,1,0.9429
63153,1,0.9883
63154,0,0.0532
63155,0,0.2627
63156,0,0.0149
63157,0,0.0034
63158,0,0.2386
63159,0,0.0379
63160,0,0.0277
63161,0,0.0318
63162,0,0.0097
63163,0,0.0133
63164,0,0.0241
63165,0,0.0241
63166,0,0.0615
63167,0,0.0049
63168,0,0.0909
63169,0,0.0085
63170,0,0.0245
63171,0,0.0043
63172,0,0.0036
63173,1,0.8819
63174,0,0.1306
63175,0,0.0062
63176,0,0.0152
63177,0,0.4011
63178,0,0.0184
63179,0,0.0389
63180,0,0.0023
63181,0,0.1373
63182,0,0.0066
63183,0,0.004
63184,0,0.004
63185,0,0.0285
63186,0,0.0112
63187,0,0.0175
63188,0,0.0122
63189,0,0.1253
63190,0,0.3569
63191,0,0.0232
63192,0,0.0891
63193,0,0.1389
63194,0,0.0015
63195,0,0.0226
63196,1,0.9839
63197,0,0.0192
63198,0,0.1415
63199,0,0.0031
63200,0,0.0133
63201,0,0.1923
63202,0,0.0038
63203,0,0.0321
63204,0,0.0328
63205,0,0.0252
63206,0,0.279
63207,0,0.3441
63208,0,0.01
63209,0,0.0578
63210,1,0.9169
63211,0,0.156
63212,0,0.1883
63213,0,0.1109
63214,0,0.0374
63215,0,0.2536
63216,0,0.0104
63217,0,0.023
63218,0,0.0631
63219,1,0.9534
63220,0,0.0225
63221,1,0.9157
63222,0,0.0364
63223,0,0.0333
63224,0,0.001
63225,0,0.0301
63226,0,0.0488
63227,0,0.004
63228,0,0.0049
63229,0,0.0238
63230,0,0.0736
63231,0,0.0245
63232,1,0.9628
63233,0,0.0136
63234,0,0.0554
63235,0,0.0158
63236,0,0.0041
63237,0,0.0086
63238,0,0.1233
63239,0,0.019
63240,1,0.9422
63241,0,0.0109
63242,0,0.0117
63243,0,0.0079
63244,0,0.0122
63245,0,0.0046
63246,0,0.0102
63247,0,0.1425
63248,1,0.9634
63249,0,0.0027
63250,0,0.0078
63251,0,0.0322
63252,0,0.041
63253,0,0.0229
63254,0,0.0125
63255,0,0.0104
63256,1,0.9535
63257,0,0.0079
63258,0,0.0335
63259,0,0.0175
63260,0,0.0125
63261,0,0.4256
63262,0,0.0176
63263,0,0.0163
63264,0,0.0357
63265,0,0.0629
63266,0,0.001
63267,1,0.9846
63268,0,0.0374
63269,0,0.0092
63270,0,0.0089
63271,0,0.0075
63272,0,0.0222
63273,0,0.0164
63274,0,0.062
63275,0,0.0176
63276,0,0.0074
63277,0,0.0152
63278,0,0.0639
63279,0,0.0221
63280,0,0.0224
63281,0,0.0089
63282,0,0.0058
63283,0,0.2449
63284,0,0.0699
63285,1,0.9669
63286,0,0.0129
63287,0,0.0075
63288,1,0.9542
63289,0,0.0204
63290,0,0.0216
63291,0,0.0104
63292,0,0.2472
63293,0,0.026
63294,0,0.0128
63295,0,0.0509
63296,1,0.9462
63297,0,0.009
63298,0,0.0123
63299,0,0.0059
63300,0,0.1745
63301,0,0.0176
63302,0,0.0023
63303,0,0.2299
63304,0,0.0951
63305,1,0.9686
63306,0,0.001
63307,0,0.0114
63308,0,0.0237
63309,0,0.0111
63310,0,0.0189
63311,0,0.0083
63312,0,0.0251
63313,0,0.0049
63314,1,0.9626
63315,0,0.0268
63316,0,0.0018
63317,0,0.0971
63318,0,0.0175
63319,0,0.0101
63320,1,0.9235
63321,1,0.9607
63322,0,0.3836
63323,0,0.0465
63324,0,0.0067
63325,0,0.0044
63326,0,0.1078
63327,0,0.0324
63328,0,0.026
63329,0,0.0044
63330,0,0.009
63331,0,0.0161
63332,0,0.0215
63333,0,0.0376
63334,0,0.0297
63335,0,0.1818
63336,0,0.034
63337,1,0.9725
63338,0,0.0445
63339,0,0.0542
63340,0,0.0214
63341,0,0.234
63342,0,0.068
63343,0,0.0219
63344,0,0.0866
